log po2 bar, delta
-2.0078947368421054, 0.12293785310734462
-1.5263157894736843, 0.11322033898305084
-1, 0.0976271186440678
-0.18157894736842106, 0.0815819209039548
-0.03947368421052633, 0.07774011299435028
