log po2, delta
-1.9973118279569892, 0.04392857142857143
-1.5268817204301075, 0.03321428571428572
-1.010752688172043, 0.025
-0.5403225806451613, 0.018571428571428572
-0.20967741935483852, 0.01625
-0.06720430107526876, 0.01517857142857143
