1.000000000000000000e+00;3.551990074305777512e-02
2.000000000000000000e+00;3.551989300716407172e-02
3.000000000000000000e+00;3.551988175440712325e-02
4.000000000000000000e+00;3.551986858067301966e-02
5.000000000000000000e+00;3.551984761586801653e-02
6.000000000000000000e+00;3.551981826782046880e-02
7.000000000000000000e+00;3.551977733607181165e-02
8.000000000000000000e+00;3.551971740049530979e-02
9.000000000000000000e+00;3.551963605053742867e-02
1.000000000000000000e+01;3.551952581609008064e-02
1.100000000000000000e+01;3.551937752919265279e-02
1.200000000000000000e+01;3.551918240237839086e-02
1.300000000000000000e+01;3.551892832091319008e-02
1.400000000000000000e+01;3.551860168448506272e-02
1.500000000000000000e+01;3.551818893811820033e-02
1.600000000000000000e+01;3.551766838470626908e-02
1.700000000000000000e+01;3.551702014862456736e-02
1.800000000000000000e+01;3.551622539695564740e-02
1.900000000000000000e+01;3.551525769445085245e-02
2.000000000000000000e+01;3.551409104436764608e-02
2.100000000000000000e+01;3.551269850075478018e-02
2.200000000000000000e+01;3.551105128014064860e-02
2.300000000000000000e+01;3.550911944699386424e-02
2.400000000000000000e+01;3.550687300708865735e-02
2.500000000000000000e+01;3.550427631018315822e-02
2.600000000000000000e+01;3.550130168835430311e-02
2.700000000000000000e+01;3.549791578693373140e-02
2.800000000000000000e+01;3.549408565122291748e-02
2.900000000000000000e+01;3.548977981321854713e-02
3.000000000000000000e+01;3.548496691986535723e-02
3.100000000000000000e+01;3.547961148841949353e-02
3.200000000000000000e+01;3.547368749497081808e-02
3.300000000000000000e+01;3.546716086302659221e-02
3.400000000000000000e+01;3.546000350579880944e-02
3.500000000000000000e+01;3.545218479738565520e-02
3.600000000000000000e+01;3.544367410142790220e-02
3.700000000000000000e+01;3.543444704029496961e-02
3.800000000000000000e+01;3.542447624315947508e-02
3.900000000000000000e+01;3.541373018848759102e-02
4.000000000000000000e+01;3.540218814429607619e-02
4.100000000000000000e+01;3.538982322672623582e-02
4.200000000000000000e+01;3.537661154603277680e-02
4.300000000000000000e+01;3.536252885550794645e-02
4.400000000000000000e+01;3.534755387975963004e-02
4.500000000000000000e+01;3.533166305860291345e-02
4.600000000000000000e+01;3.531483569303084380e-02
4.700000000000000000e+01;3.529704944256906174e-02
4.800000000000000000e+01;3.527828897886919890e-02
4.900000000000000000e+01;3.525852931448447691e-02
5.000000000000000000e+01;3.523775645150273306e-02
5.100000000000000000e+01;3.521595179829262179e-02
5.200000000000000000e+01;3.519309648950574854e-02
5.300000000000000000e+01;3.516917725499446590e-02
5.400000000000000000e+01;3.514417466886499142e-02
5.500000000000000000e+01;3.511807343893558198e-02
5.600000000000000000e+01;3.509086289756879751e-02
5.700000000000000000e+01;3.506252472290150024e-02
5.800000000000000000e+01;3.503304857551547968e-02
5.900000000000000000e+01;3.500242105055484387e-02
6.000000000000000000e+01;3.497062653416804778e-02
6.100000000000000000e+01;3.493765701023399117e-02
6.200000000000000000e+01;3.490349976534368182e-02
6.300000000000000000e+01;3.486814495225409871e-02
6.400000000000000000e+01;3.483157979353812550e-02
6.500000000000000000e+01;3.479379601400189870e-02
6.600000000000000000e+01;3.475478366798157026e-02
6.700000000000000000e+01;3.471453496338838818e-02
6.800000000000000000e+01;3.467304108051649791e-02
6.900000000000000000e+01;3.463029116479532377e-02
7.000000000000000000e+01;3.458628104732142106e-02
7.100000000000000000e+01;3.454100211798305509e-02
7.200000000000000000e+01;3.449444929454514863e-02
7.300000000000000000e+01;3.444661035243790081e-02
7.400000000000000000e+01;3.439748511223683636e-02
7.500000000000000000e+01;3.434706545793630994e-02
7.600000000000000000e+01;3.429534792589095105e-02
7.700000000000000000e+01;3.424232182628550447e-02
7.800000000000000000e+01;3.418798801276601296e-02
7.900000000000000000e+01;3.413234058802139259e-02
8.000000000000000000e+01;3.407537446387287616e-02
8.100000000000000000e+01;3.401708661414382107e-02
8.200000000000000000e+01;3.395747163330575802e-02
8.300000000000000000e+01;3.389652656556307875e-02
8.400000000000000000e+01;3.383425037855758433e-02
8.500000000000000000e+01;3.377064074515168102e-02
8.600000000000000000e+01;3.370569098558284793e-02
8.700000000000000000e+01;3.363940251595742836e-02
8.800000000000000000e+01;3.357177083169737841e-02
8.900000000000000000e+01;3.350279632613073488e-02
9.000000000000000000e+01;3.343247723271858263e-02
9.100000000000000000e+01;3.336080861094714578e-02
9.200000000000000000e+01;3.328779396365710852e-02
9.300000000000000000e+01;3.321342966970242117e-02
9.400000000000000000e+01;3.313771413449906333e-02
9.500000000000000000e+01;3.306064939070019193e-02
9.600000000000000000e+01;3.298223168876823763e-02
9.700000000000000000e+01;3.290246470886515340e-02
9.800000000000000000e+01;3.282134355323584884e-02
9.900000000000000000e+01;3.273887207843273472e-02
1.000000000000000000e+02;3.265504946587682866e-02
1.010000000000000000e+02;3.256987554800261364e-02
1.020000000000000000e+02;3.248335305885063917e-02
1.030000000000000000e+02;3.239547844099455176e-02
1.040000000000000000e+02;3.230625477091741971e-02
1.050000000000000000e+02;3.221568268339858321e-02
1.060000000000000000e+02;3.212376302873565237e-02
1.070000000000000000e+02;3.203049942669977668e-02
1.080000000000000000e+02;3.193588948544601180e-02
1.090000000000000000e+02;3.183993513675531517e-02
1.100000000000000000e+02;3.174263755947137611e-02
1.110000000000000000e+02;3.164400096960662268e-02
1.120000000000000000e+02;3.154402670302580702e-02
1.130000000000000000e+02;3.144271300433310046e-02
1.140000000000000000e+02;3.134006686198276270e-02
1.150000000000000000e+02;3.123608367693542220e-02
1.160000000000000000e+02;3.113077217755311210e-02
1.170000000000000000e+02;3.102412896152806354e-02
1.180000000000000000e+02;3.091616134107866287e-02
1.190000000000000000e+02;3.080686664982401624e-02
1.200000000000000000e+02;3.069625046753010622e-02
1.210000000000000000e+02;3.058431399005989704e-02
1.220000000000000000e+02;3.047105889873158446e-02
1.230000000000000000e+02;3.035648946253033387e-02
1.240000000000000000e+02;3.024060745009826690e-02
1.250000000000000000e+02;3.012341531141871087e-02
1.260000000000000000e+02;3.000491598995758125e-02
1.270000000000000000e+02;2.988511187246167822e-02
1.280000000000000000e+02;2.976400657482614065e-02
1.290000000000000000e+02;2.964160162154882983e-02
1.300000000000000000e+02;2.951790082206606769e-02
1.310000000000000000e+02;2.939290717209885884e-02
1.320000000000000000e+02;2.926662334598972848e-02
1.330000000000000000e+02;2.913905221225654429e-02
1.340000000000000000e+02;2.901019727823950234e-02
1.350000000000000000e+02;2.888006183593105902e-02
1.360000000000000000e+02;2.874864747272454224e-02
1.370000000000000000e+02;2.861595870279209919e-02
1.380000000000000000e+02;2.848199941738016605e-02
1.390000000000000000e+02;2.834676994300089348e-02
1.400000000000000000e+02;2.821027633588535366e-02
1.410000000000000000e+02;2.807252050342512462e-02
1.420000000000000000e+02;2.793350668843075368e-02
1.430000000000000000e+02;2.779323816661616320e-02
1.440000000000000000e+02;2.765171689947543143e-02
1.450000000000000000e+02;2.750894691405747494e-02
1.460000000000000000e+02;2.736493237018144953e-02
1.470000000000000000e+02;2.721967440746020372e-02
1.480000000000000000e+02;2.707317926106611594e-02
1.490000000000000000e+02;2.692544930757456711e-02
1.500000000000000000e+02;2.677648688095679574e-02
1.510000000000000000e+02;2.662629724719600688e-02
1.520000000000000000e+02;2.647488208503645524e-02
1.530000000000000000e+02;2.632224622472278952e-02
1.540000000000000000e+02;2.616839246697821864e-02
1.550000000000000000e+02;2.601332467453687514e-02
1.560000000000000000e+02;2.585704595748872237e-02
1.570000000000000000e+02;2.569956022751895830e-02
1.580000000000000000e+02;2.554087031614393766e-02
1.590000000000000000e+02;2.538098027795321343e-02
1.600000000000000000e+02;2.521989341020791642e-02
1.610000000000000000e+02;2.505761388579053062e-02
1.620000000000000000e+02;2.489414432785430620e-02
1.630000000000000000e+02;2.472948815181474913e-02
1.640000000000000000e+02;2.456364990416481930e-02
1.650000000000000000e+02;2.439663228573252240e-02
1.660000000000000000e+02;2.422843964182241905e-02
1.670000000000000000e+02;2.405907441743515562e-02
1.680000000000000000e+02;2.388854095442383141e-02
1.690000000000000000e+02;2.371684241521876402e-02
1.700000000000000000e+02;2.354398245320332705e-02
1.710000000000000000e+02;2.336996457452755749e-02
