  1.000E+00  7.8317808E+03  7.8317812E+03  4.1409955E-04  9.4399705E-04  4.2629438E-16
  2.000E+00  7.8317799E+03  7.8317825E+03  1.2965029E-03  1.5296187E-03  4.5410995E-11
  3.000E+00  7.8317783E+03  7.8317842E+03  1.9774224E-03  1.9121297E-03  1.6665271E-09
  4.000E+00  7.8317760E+03  7.8317866E+03  2.6592328E-03  3.0738476E-03  1.0089218E-08
  5.000E+00  7.8317729E+03  7.8317908E+03  3.5887555E-03  5.6139671E-03  3.2015378E-08
  6.000E+00  7.8317686E+03  7.8317984E+03  4.9618472E-03  9.8960540E-03  7.5321502E-08
  7.000E+00  7.8317627E+03  7.8318113E+03  6.9373520E-03  1.6285311E-02  1.5070227E-07
  8.000E+00  7.8317545E+03  7.8318318E+03  9.6659342E-03  2.5259329E-02  2.7307580E-07
  9.000E+00  7.8317431E+03  7.8318629E+03  1.3308595E-02  3.7419134E-02  3.2424434E+01
  1.000E+01  7.8317275E+03  7.8319080E+03  1.8044058E-02  5.3462159E-02  3.6460979E+01
  1.100E+01  7.8317066E+03  7.8319713E+03  2.4070094E-02  7.4161365E-02  4.0502879E+01
  1.200E+01  7.8316789E+03  7.8320581E+03  3.1603237E-02  1.0036278E-01  4.4557844E+01
  1.300E+01  7.8316428E+03  7.8321742E+03  4.0878852E-02  1.3299103E-01  4.8630729E+01
  1.400E+01  7.8315965E+03  7.8323266E+03  5.2151382E-02  1.7304721E-01  5.2714608E+01
  1.500E+01  7.8315377E+03  7.8325231E+03  6.5693814E-02  2.2158963E-01  5.6786881E+01
  1.600E+01  7.8314642E+03  7.8327729E+03  8.1795489E-02  2.7969711E-01  6.0812403E+01
  1.700E+01  7.8313732E+03  7.8330861E+03  1.0075798E-01  3.4842125E-01  6.4750623E+01
  1.800E+01  7.8312616E+03  7.8334736E+03  1.2288931E-01  4.2873646E-01  6.8563008E+01
  1.900E+01  7.8311263E+03  7.8339477E+03  1.4849715E-01  5.2149532E-01  7.2218400E+01
  2.000E+01  7.8309634E+03  7.8345210E+03  1.7788169E-01  6.2739487E-01  7.5695597E+01
  2.100E+01  7.8307691E+03  7.8352070E+03  2.1132901E-01  7.4695572E-01  7.8983587E+01
  2.200E+01  7.8305393E+03  7.8360196E+03  2.4910520E-01  8.8051426E-01  8.2080271E+01
  2.300E+01  7.8302694E+03  7.8369728E+03  2.9145181E-01  1.0282260E+00  8.4990493E+01
  2.400E+01  7.8299548E+03  7.8380808E+03  3.3858251E-01  1.1900777E+00  8.7723976E+01
  2.500E+01  7.8295906E+03  7.8393576E+03  3.9068114E-01  1.3659054E+00  9.0293477E+01
  2.600E+01  7.8291717E+03  7.8408171E+03  4.4790087E-01  1.5554156E+00  9.2713309E+01
  2.700E+01  7.8286930E+03  7.8424729E+03  5.1036438E-01  1.7582088E+00  9.4998245E+01
  2.800E+01  7.8281492E+03  7.8443378E+03  5.7816483E-01  1.9738011E+00  9.7162752E+01
  2.900E+01  7.8275349E+03  7.8464246E+03  6.5136743E-01  2.2016455E+00  9.9220505E+01
  3.000E+01  7.8268447E+03  7.8487450E+03  7.3001141E-01  2.4411508E+00  1.0118409E+02
  3.100E+01  7.8260731E+03  7.8513105E+03  8.1411226E-01  2.6916979E+00  1.0306489E+02
  3.200E+01  7.8252146E+03  7.8541319E+03  9.0366404E-01  2.9526529E+00  1.0487300E+02
  3.300E+01  7.8242639E+03  7.8572191E+03  9.9864181E-01  3.2233786E+00  1.0661730E+02
  3.400E+01  7.8232155E+03  7.8605817E+03  1.0990039E+00  3.5032432E+00  1.0830551E+02
  3.500E+01  7.8220641E+03  7.8642284E+03  1.2046940E+00  3.7916264E+00  1.0994425E+02
  3.600E+01  7.8208044E+03  7.8681676E+03  1.3156434E+00  4.0879247E+00  1.1153920E+02
  3.700E+01  7.8194311E+03  7.8724067E+03  1.4317729E+00  4.3915548E+00  1.1309514E+02
  3.800E+01  7.8179392E+03  7.8769529E+03  1.5529940E+00  4.7019552E+00  1.1461613E+02
  3.900E+01  7.8163235E+03  7.8818127E+03  1.6792112E+00  5.0185878E+00  1.1610552E+02
  4.000E+01  7.8145791E+03  7.8869920E+03  1.8103227E+00  5.3409384E+00  1.1756612E+02
  4.100E+01  7.8127012E+03  7.8924963E+03  1.9462219E+00  5.6685165E+00  1.1900023E+02
  4.200E+01  7.8106851E+03  7.8983306E+03  2.0867983E+00  6.0008548E+00  1.2040974E+02
  4.300E+01  7.8085261E+03  7.9044995E+03  2.2319387E+00  6.3375086E+00  1.2179618E+02
  4.400E+01  7.8062197E+03  7.9110069E+03  2.3815274E+00  6.6780548E+00  1.2316079E+02
  4.500E+01  7.8037616E+03  7.9178567E+03  2.5354474E+00  7.0220911E+00  1.2450457E+02
  4.600E+01  7.8011474E+03  7.9250522E+03  2.6935809E+00  7.3692350E+00  1.2582832E+02
  4.700E+01  7.7983731E+03  7.9325961E+03  2.8558095E+00  7.7191227E+00  1.2713266E+02
  4.800E+01  7.7954345E+03  7.9404912E+03  3.0220148E+00  8.0714080E+00  1.2841810E+02
  4.900E+01  7.7923278E+03  7.9487396E+03  3.1920789E+00  8.4257618E+00  1.2968502E+02
  5.000E+01  7.7890491E+03  7.9573433E+03  3.3658845E+00  8.7818709E+00  1.3093376E+02
  5.100E+01  7.7855948E+03  7.9663039E+03  3.5433151E+00  9.1394372E+00  1.3216454E+02
  5.200E+01  7.7819613E+03  7.9756226E+03  3.7242556E+00  9.4981772E+00  1.3337759E+02
